 gene 	 metA1a 	 metA1b 	 metB1a 	 metB1b 	 metA10a 	 metA10b 	 metB10a 	 metB10b 	 mtrA1a 	 mtrA1b 	 mtrB1a 	 mtrB1b 	 mtrA10a 	 mtrA10b 	 mtrB10a 	 mtrB10b 
 gid 	 387.4138 	 408.2069 	 300.6552 	 332.4138 	 597.0345 	 659.5862 	 462.0345 	 490.2758 	 335.5862 	 320.8276 	 292.5172 	 289.6207 	 568.4138 	 542.8276 	 475.6552 	 466.7242 
 yorK 	 510.2069 	 509.1379 	 409.2758 	 399.8965 	 436.3793 	 462.5517 	 641.0345 	 686.1035 	 456.5517 	 425.6897 	 332.4138 	 350.7931 	 422.7931 	 472.7931 	 675.2414 	 666.8965 
 yddB 	 643.7241 	 667.8276 	 770.4138 	 729.8621 	 1113.966 	 1074.345 	 1590.276 	 1566.379 	 580.2069 	 526.4138 	 543,00   	 521.1379 	 1070.724 	 1095.483 	 727.7586 	 697.069 
 priA 	 712.8621 	 767.4138 	 504.069 	 545.5517 	 799.7241 	 938.7241 	 885.8965 	 961.6552 	 698.069 	 749.2069 	 488.4828 	 532.7241 	 831.7931 	 900.7241 	 776.7586 	 873.1724 
 yqeY 	 1247.724 	 1303.276 	 1107.172 	 1062.897 	 2172.345 	 2230.414 	 1650.241 	 1621.621 	 1094.828 	 1101.483 	 1014.379 	 1044.862 	 2012.69 	 2066.448 	 1532.034 	 1515.517 
 yvdG 	 1015.828 	 1 131,00   	 693.9655 	 739.2414 	 1508.517 	 1525.345 	 1788.655 	 1839.655 	 933.6552 	 1010.138 	 711.7586 	 729.2759 	 1632.103 	 1664.483 	 1759.759 	 1843.379 
 truB 	 522.6896 	 492.8621 	 300.8965 	 324.6897 	 606.1035 	 631.1724 	 662.2069 	 667.8621 	 391.5172 	 422.6552 	 302.9655 	 328.7586 	 609.8276 	 635.7241 	 646.5862 	 681.0345 
 ytaB 	 344,00   	 383.8965 	 221.7586 	 229.3103 	 361.8276 	 400.1379 	 385.7931 	 434.6897 	 277.7586 	 289.7242 	 215.7931 	 214.2069 	 405,00   	 434.4828 	 359.6207 	 397.4483 
 alsT 	 1083.69 	 1051.517 	 694.2069 	 643.8621 	 1472.655 	 1578.828 	 1892.379 	 1945.931 	 820.0345 	 905.7241 	 577.6207 	 598.9655 	 1485.241 	 1493.103 	 1805.655 	 1846.379 
 yqjD 	 488.6897 	 460.3103 	 308.2069 	 309.8965 	 653.8965 	 700.7931 	 609.4828 	 624.5862 	 362.6207 	 379.9655 	 352.931 	 330.5172 	 671.3104 	 749.1724 	 570.6207 	 576.6896 
 ydiC 	 708.3448 	 712.5517 	 467.9655 	 411.9655 	 973.3104 	 1020.31 	 984.931 	 982.1379 	 528.0345 	 569.8621 	 479.069 	 488.5862 	 866.4138 	 953.8276 	 933.8276 	 946.2414 
 spoVM 	 1018.138 	 1007.483 	 638.6207 	 693.6552 	 703.1724 	 777.2759 	 989.6896 	 961.8276 	 867.6552 	 843.3448 	 579.3793 	 604.6207 	 770.3448 	 780.3448 	 990.5517 	 988.3448 
 yqaR 	 770.2414 	 797.4483 	 510.3793 	 616,00   	 1266.207 	 1221.241 	 796.8621 	 842.3104 	 579.7586 	 672.6896 	 627.931 	 621.6207 	 1167.31 	 1180.414 	 734.5862 	 831.3793 
 rapB 	 2350.552 	 2317.379 	 1666.828 	 1696.172 	 2193.931 	 2224.379 	 3121.931 	 3178.034 	 1934.103 	 2032.034 	 1360.759 	 1453.448 	 2485.69 	 2610.552 	 3343.69 	 3307.172 
 yqjG 	 436.5172 	 360.931 	 261.5172 	 233.6552 	 436.8276 	 435.2414 	 479.9655 	 430.1724 	 360.931 	 315.931 	 257.4138 	 226.4828 	 604.3793 	 472.5862 	 487.1035 	 410.1724 
 gpr 	 450.4483 	 511.3793 	 336.4138 	 336.2758 	 587.7931 	 511.069 	 669.9655 	 734.5172 	 449.8276 	 396.8621 	 303.2069 	 280.6207 	 660.3793 	 691.1724 	 711.2414 	 735.8276 
 yuzE 	 329.4138 	 323.7586 	 197.7931 	 191.1724 	 368,00   	 344.2758 	 379.6897 	 317.7586 	 250.7586 	 265.9655 	 207.1724 	 214.6897 	 418.4828 	 361.4138 	 334.2758 	 346.8965 
 hom 	 1728.966 	 1 768,00   	 1442.862 	 1381.69 	 3014.345 	 3101.483 	 3716.931 	 3822.517 	 1713.517 	 1840.379 	 1339.793 	 1438.448 	 3967.586 	 4128.689 	 3437.724 	 3634.276 
 yetF 	 672.8621 	 645.2069 	 499.6897 	 524.6552 	 990.2759 	 994.4138 	 1185.517 	 1037.931 	 626.4483 	 531.2759 	 498.069 	 496.0345 	 1252.276 	 1141.207 	 1128.828 	 1 035,00   
 ymaD 	 923,00   	 950.7241 	 710.931 	 677.5172 	 1474.241 	 1497.586 	 2024.552 	 2021.759 	 909.6207 	 939.6207 	 660.931 	 668,00   	 1689.034 	 1743.724 	 1845.379 	 1906.724 
 trkA 	 570.8621 	 551.8276 	 505.5862 	 471.5172 	 885.2069 	 890.5517 	 688,00   	 723.1035 	 533.931 	 572.1035 	 415.7931 	 425.3793 	 885.5517 	 858.1379 	 702.4138 	 821.2069 
 ywhF 	 409.2758 	 436.069 	 303.8621 	 322.9655 	 523.5862 	 565.8965 	 592.4828 	 634.7586 	 365.8276 	 376.6897 	 293.2414 	 311.7931 	 573.1379 	 567.1035 	 587.8621 	 649.4483 
 nasD 	 603.1724 	 582.069 	 384.069 	 388.7586 	 523.2759 	 523.6552 	 578,00   	 604.7241 	 529.2069 	 534.5517 	 381.3793 	 401.5862 	 567.9655 	 607.2069 	 622.931 	 666.4828 
 yusW 	 415,00   	 457.8276 	 257.931 	 295.4138 	 449.3793 	 465.9655 	 502.069 	 594.3448 	 344,00   	 390.4138 	 274.2758 	 274.3793 	 507.1035 	 565.3448 	 481.4483 	 535.069 
 nrgB 	 893.6896 	 871.7931 	 735.069 	 765.5172 	 1242.069 	 1254.966 	 1508.276 	 1570.034 	 885.8621 	 912.3104 	 695.1035 	 721.2759 	 1588.897 	 1569.931 	 1561.103 	 1607.034 
 fhuB 	 593.1724 	 600.4483 	 445.1724 	 504.0345 	 962.8965 	 973.8965 	 1033.69 	 1048.759 	 547.2069 	 518.1379 	 405.8965 	 432,00   	 885.5172 	 911.8276 	 989.1379 	 986.2759 
 yflM 	 620.1724 	 610.5172 	 463.2414 	 401.931 	 758.4483 	 706.5862 	 900.1724 	 777.1379 	 584.8965 	 552.7931 	 423.4138 	 391.1379 	 839.7241 	 754.7586 	 776.2759 	 680.8965 
 yndE 	 1660.069 	 1629.379 	 1436.793 	 1444.793 	 2087.931 	 2129.828 	 3318.621 	 3449.138 	 1653.862 	 1692.276 	 1 190,00   	 1191.069 	 2875.966 	 2905.034 	 3638.138 	 3739.069 
 nadB 	 740.9655 	 798.5517 	 736,00   	 690.7931 	 1305.862 	 1433.552 	 1028.276 	 1134.931 	 686,00   	 663,00   	 646,00   	 672.3104 	 1207.172 	 1339.586 	 1263.172 	 1224.172 
 ywbM 	 1038.31 	 1037.379 	 733.4828 	 766.5172 	 1484.759 	 1475.69 	 1331.552 	 1403.655 	 1035.897 	 1008.345 	 516.9655 	 600,00   	 1682.448 	 1775.138 	 1358.966 	 1392.931 
 ykgB 	 464.5517 	 441.8276 	 378.1035 	 374.931 	 670.0345 	 648.8276 	 611.4828 	 599.3448 	 446.4483 	 353.6897 	 300.3793 	 322.8621 	 688,00   	 740.069 	 665.1035 	 546.7931 
 yvqI 	 378.5172 	 373.8621 	 349.3448 	 366.6897 	 446.1379 	 449.4138 	 691.8965 	 740.6207 	 356.7931 	 361,00   	 248.5862 	 238.5517 	 500.931 	 559.8965 	 601.1379 	 597.6552 
 ybgF 	 897.5172 	 939.1035 	 669.1035 	 665.7241 	 1055.172 	 1065.483 	 1157.759 	 1162.759 	 894.6552 	 899.7586 	 557.7241 	 567.0345 	 1097.138 	 1171.379 	 1188.034 	 1163.793 
 yvgW 	 809.3448 	 815.1724 	 675.8276 	 648.8965 	 656.9655 	 723.0345 	 737.5517 	 765.3793 	 738,00   	 810.7586 	 596.931 	 595,00   	 865.0345 	 874.0345 	 820.1379 	 785.7241 
 yhxA 	 1583.897 	 1 598,00   	 1333.483 	 1329.31 	 2109.655 	 2193.966 	 2533.586 	 2608.931 	 1513.793 	 1589.552 	 1166.172 	 1185.517 	 2407.483 	 2597.896 	 2590.034 	 2544.896 
 yomS 	 366.4483 	 417.069 	 288.1035 	 299.4483 	 487.5517 	 562.5517 	 435.8621 	 502.6552 	 299.4828 	 348.3793 	 262.4483 	 262.3103 	 561.1379 	 674.1379 	 461.8276 	 471.4828 
 ytcG 	 923.1035 	 896.4138 	 874.7586 	 853.6552 	 1454.552 	 1518.138 	 1246.379 	 1277.655 	 731.4138 	 772.069 	 779.7931 	 764.1035 	 1462.586 	 1447.345 	 1247.897 	 1282.103 
 yxjF 	 3162.414 	 3154.069 	 3235.483 	 3181.276 	 3276.552 	 3372.724 	 3787.241 	 3827.448 	 3307.759 	 3247.586 	 2910.552 	 2936.966 	 3780.172 	 3825.655 	 3798.241 	 3973.483 
 yqiS 	 984.3104 	 1006.621 	 837.3448 	 847.1379 	 1362.793 	 1237.207 	 1297.448 	 1341.828 	 962.3793 	 1008.414 	 734,00   	 737.6207 	 1543.69 	 1511.621 	 1 351,00   	 1400.31 
 ykuA 	 664.7931 	 687.8965 	 452.4483 	 512.5172 	 969.2069 	 1132.724 	 846.9655 	 877.7241 	 521.1035 	 587.1724 	 362.8621 	 423.4138 	 1234.586 	 1289.345 	 676.7586 	 771.1724 
 motB 	 1193.69 	 1246.552 	 812.1035 	 874.3793 	 1213.862 	 1240.276 	 1224.862 	 1264.172 	 1109.586 	 1180.862 	 820.3448 	 857.5862 	 1403.759 	 1474.207 	 1427.759 	 1542.931 
 opuBD 	 1635.897 	 1824.345 	 1470.966 	 1490.103 	 996.3793 	 1032.69 	 1694.897 	 1748.759 	 1466.655 	 1633.897 	 1002.104 	 1024.966 	 1140.414 	 1250.034 	 1677.034 	 1760.483 
 ecsC 	 2939.966 	 3 030,00   	 2 989,00   	 2855.483 	 3109.104 	 3116.414 	 4026.586 	 4 098,00   	 2786.724 	 2711.862 	 2372.448 	 2648.379 	 3825.276 	 3999.276 	 3850.379 	 3990.31 
 glnM 	 1538.379 	 1526.931 	 1623.034 	 1525.966 	 1116.103 	 1121.414 	 1630.586 	 1791.414 	 1448.966 	 1516.207 	 1264.345 	 1337.414 	 1463.345 	 1562.966 	 1656.931 	 1703.655 
 ytcI 	 948.3793 	 924.8965 	 639.6552 	 651.5862 	 1088.069 	 1200.345 	 998.8621 	 1088.724 	 703.8276 	 777.8621 	 594.5862 	 650.2414 	 1341.828 	 1351.931 	 963.3448 	 1002.172 
 yxbD 	 841.3104 	 830.069 	 626.069 	 636.931 	 1001.448 	 1061.138 	 1063.034 	 1074.517 	 804.2069 	 787.8276 	 473.1379 	 531.4138 	 1265.759 	 1335.621 	 1016.483 	 971.3104 
 yshD 	 528.4828 	 514.2759 	 399.3103 	 414.2414 	 741.1035 	 750.5517 	 679.5517 	 632.5172 	 481.6207 	 418.8621 	 388.069 	 385,00   	 773.8276 	 706.0345 	 599.4138 	 608.8621 
 sspD 	 685.5517 	 712.6207 	 459.4138 	 448.2069 	 793.1724 	 820.4828 	 992.8276 	 1078.862 	 631.3793 	 633.6207 	 400.069 	 406.7242 	 1028.517 	 1059.345 	 971.8276 	 981.8965 
 ykoA 	 331.1035 	 327.069 	 261.1724 	 234.8276 	 473.6207 	 521.2069 	 438.8965 	 431.3103 	 292.2414 	 297.069 	 235,00   	 239.6207 	 558.4483 	 569.1724 	 471.3103 	 436.8621 
 ywiE 	 1232.759 	 1206.103 	 1003.172 	 1074.828 	 1 562,00   	 1 650,00   	 1642.483 	 1745.655 	 1001.414 	 1015.31 	 836.2069 	 891.1035 	 1577.931 	 1645.966 	 1517.724 	 1573.517 
 yirY 	 1150.448 	 1114.966 	 791.8276 	 773.8621 	 1210.103 	 1293.31 	 1114.069 	 1060.103 	 963.6896 	 959.1379 	 686.3793 	 675.4483 	 1 280,00   	 1227.241 	 1081.276 	 1083.724 
 yyaM 	 1122.207 	 1 157,00   	 1211.724 	 1252.69 	 1432.241 	 1518.655 	 1974.517 	 2054.793 	 934.1035 	 974.5517 	 1062.759 	 1055.655 	 1483.828 	 1602.931 	 2000.586 	 2057.069 
 yteT 	 2274.69 	 2304.172 	 1768.207 	 1790.586 	 2774.172 	 2893.759 	 2693.793 	 2686.931 	 1963.586 	 2063.517 	 1632.172 	 1745.103 	 3448.655 	 3505.862 	 2772.483 	 2818.241 
 ybgA 	 781.8621 	 777.3793 	 666.7931 	 648.069 	 842.4138 	 837.0345 	 888.4138 	 919.8621 	 685.0345 	 665.069 	 598.5172 	 572.4138 	 1021.621 	 1071.034 	 923.7931 	 944.931 
 hisD 	 673.1724 	 680.8276 	 642.0345 	 591.8621 	 936.9655 	 917.6552 	 1005.241 	 979.2069 	 454.4828 	 459.4828 	 547.3104 	 481.931 	 847.1035 	 843.5172 	 992.9655 	 957.069 
 yjcR 	 345.931 	 342.3448 	 302.7586 	 289.1035 	 436.7242 	 403.3448 	 383.6897 	 396.3103 	 300.3793 	 298.5862 	 235.3448 	 231.7241 	 443.4483 	 386.6552 	 412.3793 	 344.4138 
 yoaK 	 746.5172 	 699.8621 	 694.4138 	 576.6552 	 769.8276 	 789.069 	 813.1379 	 821.6207 	 571.4828 	 523.069 	 411.0345 	 374.7586 	 975.069 	 953.8621 	 820,00   	 760.9655 
 yoqY 	 661.1035 	 695.8276 	 282.2758 	 332.4828 	 619.4138 	 827.0345 	 837.8965 	 1094.862 	 477.5517 	 491,00   	 358.3793 	 383.069 	 1157.138 	 897.2759 	 745.5517 	 870.4138 
 glmS 	 2715.759 	 2738.724 	 1268.034 	 1895.379 	 4091.931 	 3952.586 	 5049.345 	 5013.621 	 2712.896 	 2490.104 	 1923.069 	 1901.966 	 5526.483 	 5453.069 	 4855.345 	 5149.517 
 yhgC 	 842.931 	 902.5862 	 529.2759 	 539.1379 	 1104.034 	 1248.207 	 1166.621 	 1203.862 	 800.3793 	 833.5862 	 504.7242 	 547.7586 	 1094.31 	 1219.276 	 1113.034 	 1183.172 
 ywfA 	 873.7931 	 835.7241 	 456.4138 	 438.2758 	 844.5862 	 818.3793 	 849.931 	 798.0345 	 788.8965 	 744.1035 	 482.069 	 498.6207 	 996.8276 	 946.7586 	 750.6896 	 725,00   
 ykuN 	 1348.655 	 1275.138 	 952.3793 	 1028.759 	 1827.483 	 1921.793 	 1854.483 	 1843.931 	 1205.966 	 1219.172 	 931.3448 	 934.9655 	 1882.517 	 1673.207 	 2096.517 	 1971.276 
 ypmQ 	 933.4138 	 935.069 	 597.1379 	 590.6896 	 1081.138 	 1167.759 	 1131.172 	 1021.069 	 879.931 	 873.7586 	 587.3448 	 575.2759 	 1209.448 	 1197.276 	 1146.31 	 1063.069 
 csbB 	 775.1379 	 777.1379 	 433.6897 	 492.6897 	 980.8276 	 1055.759 	 902.6207 	 974.7241 	 769.5172 	 816.8621 	 469.8965 	 525.6896 	 1050.345 	 1016.276 	 972.4483 	 984.3793 
 yscA 	 2055.172 	 2 026,00   	 2062.517 	 2183.862 	 1701.966 	 1888.345 	 3376.793 	 3516.621 	 2095.862 	 2181.655 	 1901.828 	 1985.966 	 1520.31 	 1534.379 	 3507.69 	 3653.31 
 spmA 	 765.1035 	 901.3793 	 632.8621 	 656.8276 	 1188.759 	 1009.724 	 1348.138 	 1466.724 	 763.1379 	 732.9655 	 516,00   	 564.1724 	 1019.552 	 1059.414 	 1191.897 	 1285.724 
 yclC 	 422.6552 	 437.3103 	 317.3103 	 322.7586 	 596.1379 	 605.6207 	 651.4483 	 659.9655 	 420.069 	 437.5862 	 259.6897 	 261.8276 	 609.5517 	 677.0345 	 559.5517 	 511.5172 
 kdgT 	 564.2759 	 570.6896 	 398.7242 	 380.7931 	 826.5172 	 766.5517 	 710.2759 	 733.3448 	 556.7586 	 465.7931 	 353.7586 	 351.7242 	 650.4138 	 681.8276 	 719.6207 	 660.9655 
 licT 	 793.2759 	 810.8965 	 652.2759 	 537.6896 	 1216.345 	 1208.241 	 1165.828 	 1234.069 	 819.8965 	 747.5862 	 570.7241 	 570.1379 	 1073.276 	 1059.655 	 1203.931 	 1081.862 
 pyrDII 	 1861.414 	 1909.414 	 1701.103 	 1688.069 	 2 206,00   	 2380.862 	 2595.276 	 2705.517 	 1681.966 	 1779.724 	 1266.517 	 1338.103 	 2233.517 	 2353.069 	 2333.862 	 2409.31 
 ribB 	 558.6552 	 435.4828 	 397.8276 	 304.9655 	 642.4483 	 519.2414 	 560.6207 	 424.2069 	 441.2414 	 359.8965 	 299.6207 	 290.0345 	 704.6207 	 547.069 	 532.931 	 396.9655 
 ygaG 	 851.3448 	 866.2759 	 683.7586 	 674.2759 	 1748.448 	 1809.241 	 1277.655 	 1318.172 	 862.6207 	 909.6896 	 658.069 	 657.9655 	 2008.69 	 2188.655 	 1289.793 	 1380.069 
 ywhB 	 922.7241 	 965.5172 	 574.6207 	 621.4483 	 1 003,00   	 1114.897 	 1025.172 	 996.5517 	 947.2414 	 972.3793 	 505.2069 	 489.9655 	 1146.793 	 1258.621 	 1015.448 	 951.8276 
 ripX 	 454.8621 	 465.3793 	 301.6207 	 348.9655 	 546.1035 	 555.4483 	 461.0345 	 461.8621 	 391.2758 	 411.5517 	 262.3103 	 250.069 	 571.5517 	 527.6896 	 407.3793 	 421.7931 
 ydfD 	 330.2758 	 299.7242 	 199.6552 	 226.7241 	 426,00   	 401.6897 	 356.0345 	 346.8621 	 278.5172 	 251.6207 	 227.5517 	 219.8965 	 418.7586 	 436.5862 	 353.4483 	 342.4828 
 qcrB 	 496.1724 	 466.5517 	 337.7931 	 386.931 	 680.5517 	 666.6896 	 623.0345 	 639.4138 	 467.7242 	 456.6207 	 277.3448 	 304.7931 	 799.5862 	 853.4483 	 603.5862 	 638.5172 
 yxeM 	 819.4483 	 798.1724 	 852.7931 	 827.931 	 1 530,00   	 1570.517 	 1390.345 	 1452.517 	 803.1035 	 823.3793 	 586.5517 	 671.4828 	 1447.552 	 1718.103 	 1448.862 	 1564.897 
 fliI 	 444.9655 	 369,00   	 307.2758 	 323.8621 	 562.4828 	 607.1035 	 503.1035 	 500.7242 	 315.3793 	 344.6897 	 347.5172 	 368.5172 	 617.3448 	 613.931 	 606.1724 	 608.3448 
 yqjR 	 400.2758 	 392.7931 	 295.1724 	 262.2069 	 553.7931 	 503.2758 	 512,00   	 465.0345 	 324.5862 	 270.6207 	 245.1379 	 228.3103 	 571,00   	 451.8965 	 487.7242 	 454.1035 
 ynaJ 	 441.8621 	 465.1379 	 327.3448 	 350.5862 	 794.3104 	 866.5172 	 629.931 	 651.2414 	 443.4828 	 460.2069 	 289.069 	 318.5517 	 1002.069 	 945.2414 	 713.1379 	 695.6896 
 ymcC 	 567.069 	 583.7241 	 373.0345 	 302.8276 	 583.1379 	 525.8276 	 566.5517 	 502.1724 	 468.6552 	 488.6207 	 277.6552 	 276.069 	 589.5172 	 552.8965 	 575.3448 	 532.931 
 yvbT 	 316.8621 	 356.2069 	 230,00   	 204.6897 	 427.1379 	 421.1035 	 398.2414 	 451.9655 	 259.5517 	 264,00   	 210.7931 	 212.7241 	 382.6552 	 373.069 	 293.4138 	 339.8965 
 yflB 	 457.4138 	 486.3793 	 322.931 	 343.931 	 587.7241 	 590.6896 	 570.4828 	 608.5172 	 322.4483 	 393,00   	 281.8276 	 299.9655 	 543.7241 	 465.2758 	 543.6896 	 571.7241 
 spoIIIAG 	 495.6897 	 490,00   	 383.6897 	 404.2758 	 646.4483 	 660.7586 	 650.2069 	 721.1035 	 418.6207 	 424.7586 	 307.7931 	 322.1379 	 661.069 	 610.6552 	 727.2069 	 729.4828 
 abh 	 1136.034 	 1172.138 	 831.4138 	 805.0345 	 1555.345 	 1600.759 	 1413.172 	 1503.897 	 1018.517 	 1010.862 	 621.4483 	 659.7241 	 1664.69 	 1333.621 	 1383.621 	 1350.276 
 cgeA 	 287.7931 	 279.5172 	 261.4483 	 253.4138 	 368.6897 	 372.7242 	 439.7931 	 452.069 	 247.8621 	 244.6207 	 285.8276 	 311.8276 	 374.3103 	 399.7242 	 569.5172 	 547.2414 
 yrkE 	 516.3104 	 535.4483 	 497.3448 	 430.5862 	 792.3448 	 809.0345 	 800.6207 	 879.3448 	 447.6552 	 473.5862 	 364.3448 	 385.6207 	 788.2414 	 827.8276 	 865.7241 	 908.9655 
 aapA 	 851.8276 	 822.3793 	 677.4138 	 636.4138 	 852.5517 	 822.7241 	 914.4483 	 920.6896 	 750.1724 	 786.5172 	 589.8621 	 621.7241 	 800.2759 	 967.8621 	 931.931 	 957.0345 
 yoxD 	 466.3793 	 441.8276 	 361.1379 	 356.2069 	 729.8621 	 741.0345 	 560.3793 	 539.8621 	 379.7586 	 352.4483 	 305.6207 	 313.4828 	 591.7241 	 628.4138 	 529.069 	 540.5517 
 uvrA 	 726.069 	 677,00   	 624.4483 	 596.2759 	 1211.586 	 1258.517 	 1211.862 	 1317.069 	 664.5172 	 686.4828 	 478.8965 	 500.8621 	 1088.655 	 1215.69 	 1238.31 	 1324.379 
 yhdJ 	 349.9655 	 359.2069 	 304.6552 	 258.3793 	 497.1035 	 419.2069 	 446.1724 	 426.8621 	 312.1379 	 296.6207 	 243.4828 	 268.5517 	 492.6897 	 500.6207 	 436.3448 	 394.8621 
 hrcA 	 513.7586 	 451.9655 	 390.3448 	 394.3103 	 731.931 	 730.4483 	 736.2414 	 649.5862 	 431.0345 	 420.8276 	 396.6552 	 378.2069 	 661.5862 	 694.3793 	 659.4138 	 679.2414 
 cwlC 	 331.9655 	 321.7586 	 232.8621 	 226.4483 	 450.1379 	 413.4828 	 439.5862 	 429.2758 	 257.9655 	 268,00   	 247.2069 	 260.4138 	 403.5517 	 456.8965 	 450.8276 	 476.3448 
 blt 	 810.5862 	 780.8621 	 469.8276 	 497.7586 	 705,00   	 714.5172 	 671,00   	 716.3104 	 720.4828 	 762.7931 	 426.1724 	 415.4483 	 718.7931 	 719.1035 	 647.0345 	 666.2069 
 araN 	 435.2069 	 437.6552 	 307.4138 	 317.6897 	 643.5862 	 638.3793 	 677.6207 	 681.8965 	 417.3103 	 398.7931 	 275.8276 	 287.3793 	 691.2759 	 653.7586 	 671.3104 	 577.069 
 yveB 	 449.6552 	 445.4828 	 287.7586 	 283.4828 	 478.6552 	 552.3793 	 535.5517 	 548.6896 	 404.2069 	 397,00   	 225.6897 	 252.7586 	 479.7242 	 477.7586 	 448.4483 	 456.8965 
 ytzD 	 611.3793 	 629.931 	 574.2069 	 574.4483 	 1126.103 	 1 151,00   	 1225.793 	 1246.276 	 442.2414 	 409.3793 	 303.5862 	 418.2414 	 822,00   	 784.9655 	 693.4138 	 682.8276 
 mbl 	 596.1035 	 609.4828 	 425.1035 	 443.4138 	 1118.621 	 1194.069 	 843.6896 	 861.4828 	 450.069 	 458.7586 	 405.931 	 440.8621 	 912.8621 	 955,00   	 828.8276 	 878.1035 
 yjaX 	 792.7931 	 789.8621 	 560.9655 	 552.1035 	 1084.207 	 1117.931 	 906.4828 	 895.7931 	 694.6896 	 676.4138 	 522.2759 	 575.8276 	 1058.793 	 1088.276 	 892.0345 	 885.2069 
 sacC 	 412.1035 	 463.5862 	 312.1379 	 328.0345 	 601.5172 	 612.4828 	 509,00   	 562.9655 	 316.3793 	 483.6552 	 257.4138 	 268.1724 	 512.8276 	 547.8965 	 438.0345 	 469.3103 
 glgP 	 867.4483 	 854.0345 	 748.931 	 733.3104 	 1077.069 	 1125.931 	 1343.138 	 1382.103 	 857.4483 	 857.9655 	 698.4138 	 691.2414 	 1420.966 	 1505.172 	 1354.345 	 1256.552 
 yukJ 	 1809.379 	 1888.414 	 1066.379 	 1144.759 	 1373.828 	 1416.448 	 1511.897 	 1565.828 	 1702.345 	 1741.552 	 1065.69 	 1084.759 	 1826.172 	 1821.448 	 1395.655 	 1517.793 
 ytsJ 	 647.4483 	 659.2069 	 449.3103 	 422.8965 	 1007.655 	 986.7931 	 850.4138 	 857.8276 	 523.3104 	 530,00   	 375.6207 	 412.3103 	 978.1724 	 908.3104 	 866.5172 	 839.2414 
 yckB 	 512.931 	 591.3793 	 278.5862 	 353.0345 	 686.8276 	 820.2069 	 565.5862 	 708.931 	 385.4828 	 485.3103 	 281.3793 	 313.5517 	 618.2759 	 781.4483 	 484.2414 	 573.5517 
 yueJ 	 1720.034 	 1694.138 	 1262.103 	 1238.241 	 2680.138 	 2854.104 	 2930.966 	 2961.483 	 1532.207 	 1 558,00   	 1262.345 	 1265.69 	 3066.793 	 3 291,00   	 2778.552 	 2794.621 
 yyaD 	 347.3448 	 334.8276 	 223.7586 	 205.7931 	 431.9655 	 405.0345 	 350.8965 	 307.1379 	 245.6207 	 259.4483 	 178.6552 	 181.6897 	 414.2069 	 392.6552 	 321.9655 	 314.5517 
 ykfD 	 687.6207 	 705.3104 	 432.069 	 422.6897 	 964.3104 	 952.7241 	 924.3448 	 944.2414 	 606.4483 	 615.6207 	 438.2069 	 466.4828 	 1034.517 	 1042.552 	 876.2759 	 871.7586 
 yrrA 	 754.069 	 696.2414 	 580.7586 	 534.3793 	 1088.31 	 1064.517 	 1057.138 	 1105.379 	 576.7241 	 559,00   	 510.6207 	 519.6896 	 844.3104 	 882.6207 	 1023.104 	 1008.483 
 yxjB 	 310.5172 	 329.5172 	 246.8276 	 226.931 	 475.2069 	 465,00   	 475.5517 	 452.1035 	 274.3448 	 276.1379 	 214.8276 	 224.2759 	 436.7586 	 401.2758 	 372.6552 	 394.4483 
 tagA 	 507.4828 	 490.6552 	 333,00   	 362.1724 	 645.7586 	 596.8276 	 614.3448 	 627.2759 	 425.1724 	 383.4483 	 368.6897 	 370.3103 	 701.4483 	 691.5517 	 636.5517 	 644,00   
 yunB 	 802.1379 	 844.7931 	 453.3103 	 461.8621 	 944.2414 	 981.2759 	 1121.759 	 1125.172 	 580.7586 	 615.8621 	 384.1379 	 414.1379 	 901.1379 	 964.5172 	 1020.379 	 1109.517 
 gltB 	 1020.379 	 1066.966 	 790.9655 	 766.1724 	 1735.897 	 1802.759 	 1444.241 	 1514.655 	 809.5862 	 866.0345 	 707.931 	 764.3793 	 1571.207 	 1659.241 	 1368.034 	 1488.862 
 spsD 	 1380.793 	 1316.724 	 669.3793 	 743.8965 	 1366.862 	 1334.828 	 1345.69 	 1505.759 	 1101.897 	 1223.414 	 819.5862 	 829.8276 	 1391.138 	 1576.862 	 1259.483 	 1440.103 
 ydcI 	 430.2069 	 402.8276 	 301,00   	 279.3448 	 567.7931 	 568.5172 	 493.2414 	 519.3793 	 416.8621 	 403.2069 	 281.9655 	 314.4138 	 529.931 	 558.8965 	 478.5862 	 450.4138 
 pbpB 	 623.4138 	 596.3448 	 496.9655 	 474.1724 	 1056.655 	 1 040,00   	 797.8621 	 802.3448 	 469.6552 	 463.9655 	 476.7931 	 481.8621 	 834.3793 	 870.2759 	 805.1724 	 912.8621 
 ytwP 	 1421.034 	 1440.448 	 980.4138 	 951.4483 	 1896.759 	 1918.759 	 1 777,00   	 1868.276 	 1187.034 	 1354.31 	 870.4483 	 958.4828 	 2057.517 	 2127.069 	 1775.724 	 1750.379 
 yyaJ 	 1807.655 	 1802.207 	 1198.31 	 1219.172 	 2028.414 	 2105.414 	 2096.104 	 2282.241 	 1667.793 	 1700.69 	 1 054,00   	 1103.207 	 2227.828 	 2351.552 	 1956.069 	 2248.586 
